Column1,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
23952,14-01-2019 22:23,3.60E+15,"fraud_Kerluke, Considine and Macejkovic",misc_net,690.81,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,cc0ce65bebf95fd2b2f76b3f8d2c15f7,1326579834,35.439158,-78.609636,1
23962,14-01-2019 22:28,3.54E+15,fraud_Beier-Hyatt,shopping_pos,969.64,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,12-06-1955,163aa0609a5b81e3b3be72fb7bc31ed3,1326580117,36.709536,-122.649175,1
24023,14-01-2019 22:54,4.38E+15,fraud_Stamm-Witting,shopping_net,896.28,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19-04-1982,1a1327b0eb0a9d05d31be2ab6d155c1b,1326581669,36.450895,-84.733546,1
24026,14-01-2019 22:56,1.80E+14,fraud_Altenwerth-Kilback,home,249.87,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",05-01-1972,1e09d83e4517dff629af8727408d1975,1326581810,30.727198,-88.499148,1
24068,14-01-2019 23:17,4.98E+15,"fraud_Reichert, Huels and Hoppe",shopping_net,1034.21,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10-02-1935,d861ecd9fb05ec1832e4168e31cda378,1326583042,41.12487,-100.349332,1
24070,14-01-2019 23:18,4.98E+15,"fraud_Konopelski, Schneider and Hartmann",food_dining,121.62,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10-02-1935,31001f18f1cc19cfde92209361884e06,1326583092,40.544371,-98.726597,1
24071,14-01-2019 23:18,4.38E+15,fraud_Heathcote LLC,shopping_net,964.77,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19-04-1982,a3b820fcf5b0a5fb0e88080de8b26f83,1326583097,35.818066,-84.116764,1
24097,14-01-2019 23:36,1.80E+14,fraud_Fritsch LLC,travel,10.2,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",05-01-1972,ea62a6e5991cf818d330622a0d4cf598,1326584190,31.648465,-88.117149,1
24110,14-01-2019 23:43,3.60E+15,fraud_Barton LLC,kids_pets,20.63,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,f4a3089fa904c27d3613bfc9b5833317,1326584627,35.549738,-78.076512,1
24123,14-01-2019 23:51,4.79E+15,fraud_Barton LLC,kids_pets,22.91,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",27-04-1988,3da33c2f2a16871c38c772b27b0a6940,1326585091,40.45801,-72.767152,1
24168,15-01-2019 00:14,3.51E+15,fraud_Bins-Rice,gas_transport,18.33,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",06-01-1960,6ccf1911d580dcf80aec24b91c4fd74f,1326586441,38.636987,-87.260265,1
24176,15-01-2019 00:21,3.60E+15,fraud_Pacocha-O'Reilly,grocery_pos,297.74,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,5c88b17c2138d3a0196e5817efa5c2f4,1326586905,34.233493,-78.37637,1
24185,15-01-2019 00:31,4.79E+15,fraud_Pagac LLC,shopping_pos,727.13,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",27-04-1988,1f3c50944074eeaeec1d68bca4b871de,1326587507,40.394605,-72.973021,1
24189,15-01-2019 00:35,4.38E+15,fraud_Kiehn Inc,grocery_pos,310.15,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19-04-1982,ebb5509aa63a5c90e17f25c1f3afd41d,1326587728,36.093631,-83.634203,1
24193,15-01-2019 00:42,4.79E+15,fraud_O'Hara-Wilderman,food_dining,118.23,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",27-04-1988,b6105dd232cd2f0e30da822941a129c9,1326588141,40.847942,-73.348195,1
24199,15-01-2019 00:46,2.38E+15,"fraud_Bernier, Streich and Jewess",grocery_net,10.7,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,2700374100c21ed887713ff12c3e3caa,1326588393,44.133238,-71.199578,1
24201,15-01-2019 00:52,3.51E+15,fraud_Kuhic Inc,grocery_pos,305.14,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",06-01-1960,1be1f5d3b1f057a4608d025fd1b93851,1326588773,39.049583,-88.118418,1
24216,15-01-2019 01:07,4.98E+15,fraud_VonRueden Group,grocery_net,15.05,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10-02-1935,f3d6f1020342e0aec86a1483d85a52d4,1326589624,42.015822,-98.943391,1
24264,15-01-2019 01:43,3.51E+15,fraud_Bernhard Inc,gas_transport,19.36,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",06-01-1960,e8023956654e087e2618d340bac0c381,1326591814,40.030227,-88.445203,1
24321,15-01-2019 02:31,3.60E+15,"fraud_Schumm, Bauch and Ondricka",grocery_pos,328.58,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,acbc8e2cc4530d8e7a6d3043db72c983,1326594669,35.808195,-79.179802,1
24345,15-01-2019 02:46,2.38E+15,fraud_Doyle Ltd,grocery_pos,326.68,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,503dfe4aac2fb0482eff742179eb53f7,1326595567,43.710766,-70.368881,1
24379,15-01-2019 03:07,3.60E+15,fraud_Heidenreich PLC,grocery_pos,331.43,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,83f1ff8a1b9fcbaf197c3add55d983ae,1326596863,35.755802,-78.388004,1
24805,15-01-2019 08:59,4.79E+15,"fraud_Moen, Reinger and Murphy",grocery_pos,331.2,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",27-04-1988,41a8ff921f841ee559fbced7b443a9a5,1326617985,40.564488,-72.872646,1
24822,15-01-2019 09:12,2.38E+15,fraud_Rowe-Vandervort,grocery_net,15.25,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,41f92e70358f75938b0718da839b95cf,1326618747,43.928791,-71.837784,1
24842,15-01-2019 09:37,3.60E+15,fraud_Bednar Group,misc_net,760.83,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,e1d3c80ec4fa788aec2c2254760bf9c3,1326620271,35.645904,-79.261858,1
25265,15-01-2019 14:02,2.38E+15,"fraud_Reichert, Huels and Hoppe",shopping_net,990.43,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,47484f127fe2172f03c33c22c937bea2,1326636152,43.452584,-71.904681,1
25410,15-01-2019 15:15,3.51E+15,"fraud_Towne, Greenholt and Koepp",shopping_net,905.28,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",06-01-1960,6bb90241b0ed900a61ea8eaefedb48c2,1326640518,40.204533,-86.536263,1
26198,15-01-2019 21:27,2.38E+15,fraud_Morissette PLC,shopping_pos,936.13,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,92e36019b8862a5ad84e6fbfcacc6efd,1326662843,43.767691,-71.590217,1
26270,15-01-2019 22:05,3.60E+15,fraud_Kovacek Ltd,travel,10.29,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,94971557dbb3bc25471ff8e5d1358962,1326665157,35.102385,-79.953349,1
26300,15-01-2019 22:22,2.38E+15,fraud_Bradtke PLC,grocery_pos,308.33,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,359805be9ce50a029fe8be6434f98cbc,1326666121,42.768322,-71.629723,1
26305,15-01-2019 22:24,4.38E+15,fraud_Heathcote LLC,shopping_net,1104.91,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19-04-1982,edd18a9b887dda3f74c4b075c934dc34,1326666252,37.015648,-84.488588,1
26314,15-01-2019 22:25,3.60E+15,fraud_Schmidt and Sons,shopping_net,925.74,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,75257a94eb47b064cb2d4aac3e07b68e,1326666355,34.915625,-79.223466,1
26321,15-01-2019 22:29,4.38E+15,fraud_Mante Group,misc_net,737.43,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19-04-1982,bf97bb10e40202e79d2ea7e83d3900d2,1326666568,35.260901,-83.948485,1
26328,15-01-2019 22:36,2.38E+15,"fraud_Kihn, Abernathy and Douglas",shopping_net,860.8,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,5994e027db299f22f4525e2ee3548c76,1326666983,42.924993,-70.861538,1
26350,15-01-2019 22:50,4.98E+15,fraud_Koelpin and Sons,misc_net,851.71,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10-02-1935,22b7c01ff32367d1c58037196e9b6afb,1326667832,40.461654,-98.987825,1
26351,15-01-2019 22:50,3.51E+15,fraud_Beier-Hyatt,shopping_pos,752.47,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",06-01-1960,c98e9fd706e679f3011b0cad2a6f6ad5,1326667843,39.847293,-87.258574,1
26363,15-01-2019 22:57,2.38E+15,fraud_Stoltenberg-Beatty,shopping_pos,816.78,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,8d797a1c93656a595e227b6943aca9c3,1326668255,44.326146,-71.41607,1
26372,15-01-2019 23:01,4.98E+15,"fraud_Little, Gutmann and Lynch",shopping_net,1124.01,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10-02-1935,18754b81f40491fc7058342bf61eb82e,1326668470,40.65072,-98.820629,1
26383,15-01-2019 23:04,4.79E+15,"fraud_Yost, Schamberger and Windler",kids_pets,19.52,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",27-04-1988,8da9b4dcc165ed9975620ef5d2171485,1326668683,39.96727,-73.034958,1
26392,15-01-2019 23:08,2.38E+15,"fraud_Lehner, Mosciski and King",misc_net,773.75,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,f2e4bacd41f45cfa7582f1704c12f2f3,1326668899,43.295628,-71.843058,1
26397,15-01-2019 23:12,4.98E+15,"fraud_Reichert, Shanahan and Hayes",shopping_net,1140.41,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10-02-1935,7da32f9ad2d6aa478131b5f7fa51fee5,1326669147,41.151133,-99.38238,1
26414,15-01-2019 23:19,4.79E+15,fraud_Abbott-Steuber,personal_care,20.09,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",27-04-1988,187397e8c4ee0a87c96194bfb27d25d5,1326669563,41.484523,-73.025995,1
26418,15-01-2019 23:19,3.51E+15,fraud_Goodwin-Nitzsche,grocery_pos,335.96,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",06-01-1960,e9fd7b7a0f991e5a3c23279cb4c6fcb4,1326669597,39.501464,-88.092152,1
26424,15-01-2019 23:23,3.60E+15,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1062.87,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,91f72f650dc0b6f9c63efc09b5f06635,1326669812,34.514466,-79.36057,1
26443,15-01-2019 23:32,3.51E+15,fraud_Schumm PLC,shopping_net,1022.11,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",06-01-1960,4ff62d51d13516db9dac50638f4565d0,1326670329,38.782536,-86.822568,1
26498,15-01-2019 23:56,4.79E+15,fraud_O'Hara-Wilderman,food_dining,149.42,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",27-04-1988,f48450263599e23b91dc275b4462499f,1326671797,41.729858,-72.059899,1
26509,16-01-2019 00:18,6.01E+15,"fraud_Goldner, Kovacek and Abbott",grocery_pos,310.76,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,4a3ff255e2da95fd7531adc326197609,1326673095,40.049127,-78.352387,1
26546,16-01-2019 01:09,6.01E+15,fraud_Bailey-Morar,grocery_pos,282.6,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,fe673eca1b7c27e1fc8ac0d3cfe6a034,1326676151,40.020342,-77.879736,1
26575,16-01-2019 01:52,4.88E+15,fraud_Auer-Mosciski,grocery_pos,330.32,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",14-08-1949,bd83b80259f619ffadbf1f28ec6ead76,1326678721,43.01231,-94.607227,1
26632,16-01-2019 03:07,6.01E+15,"fraud_Casper, Hand and Zulauf",grocery_pos,304.17,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,95b8f32619c744fcd0e11ee7e893658a,1326683244,40.540395,-78.598952,1
26637,16-01-2019 03:13,6.01E+15,fraud_Bauch-Raynor,grocery_pos,279.83,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,27f49629990396de9926eb99e201c867,1326683591,40.204814,-78.031492,1
26649,16-01-2019 03:31,6.01E+15,fraud_Volkman Ltd,misc_net,685.26,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,b6cd2eddda126998198b95e8cc9690f6,1326684670,39.705215,-77.786089,1
26815,16-01-2019 07:33,6.01E+15,fraud_Pacocha-O'Reilly,grocery_pos,301.4,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,8331bfc732b8d335eed051362636cf1d,1326699195,41.005805,-77.122903,1
26920,16-01-2019 09:57,3.51E+15,fraud_Kuvalis Ltd,gas_transport,20.49,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",06-01-1960,3f8e1900696982f3f522c59dbf96568a,1326707847,40.474157,-86.853301,1
27221,16-01-2019 15:40,2.38E+15,"fraud_Labadie, Treutel and Bode",shopping_net,999.36,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,410765b5b54c68abd3f4f97730693168,1326728444,44.360791,-71.016677,1
27254,16-01-2019 16:11,4.88E+15,fraud_Bauch-Raynor,grocery_pos,311.01,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",14-08-1949,95bae2e173f59aa359e59d50b85c81c6,1326730297,42.088057,-95.20756,1
27570,16-01-2019 22:08,2.38E+15,"fraud_Baumbach, Feeney and Morar",shopping_net,1095.21,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,3a589d80d3a76c12fdc73f3c68b9e6b4,1326751714,44.318722,-70.931806,1
27584,16-01-2019 22:27,4.88E+15,fraud_Kihn Inc,shopping_pos,793.22,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",14-08-1949,7d168c9bde9c70911c184296f439ffe8,1326752863,43.021782,-94.606249,1
27595,16-01-2019 22:37,2.38E+15,"fraud_Moore, Dibbert and Koepp",misc_net,719.14,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,e2a63421a33a0aa69a47b534a26f4a9c,1326753465,43.321286,-71.358886,1
27600,16-01-2019 22:43,6.01E+15,fraud_Jast Ltd,shopping_net,1056.23,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,0cf89a95c34bb2b087eaf9d34265025e,1326753794,40.23648,-77.856832,1
27616,16-01-2019 22:54,6.01E+15,fraud_Boyer PLC,shopping_net,929.9,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,95f4277fff32091e2fa48358e0aa71a6,1326754474,40.375468,-77.12915,1
27635,16-01-2019 23:03,3.51E+15,fraud_Beier-Hyatt,shopping_pos,893.91,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",06-01-1960,63c65f7232c7bc44a90947f8b260820c,1326755026,40.358112,-86.674101,1
27637,16-01-2019 23:05,2.38E+15,fraud_Mayert Group,shopping_pos,838.04,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,3b9943559d133fef633803083b5df40c,1326755155,43.240828,-71.827411,1
27650,16-01-2019 23:17,2.38E+15,fraud_Ruecker Group,misc_net,758.13,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,e3fa80a6c7806fea4ec961233453b359,1326755822,44.088306,-71.272182,1
27670,16-01-2019 23:32,6.01E+15,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,1125.31,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,b0015839d697350a352dcef5382e6ff8,1326756734,39.839436,-77.286704,1
27684,16-01-2019 23:55,2.38E+15,fraud_Waelchi Inc,kids_pets,6.01,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,190bd7dd56513616d5be5e7713da4768,1326758102,44.052707,-70.877493,1
27722,17-01-2019 00:42,6.01E+15,fraud_Heidenreich PLC,grocery_pos,322.84,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,d4dc276988e638dee1087c5c4188342c,1326760924,40.862897,-76.762511,1
27745,17-01-2019 01:22,6.01E+15,fraud_Kiehn-Emmerich,grocery_pos,314.68,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,8d2b2a17d7e50ae97bd05e85bec87cc2,1326763352,39.770148,-77.90682,1
27749,17-01-2019 01:30,4.64E+15,"fraud_Monahan, Bogisich and Ledner",misc_pos,795.59,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,5d6931d4ac32d177b708ed9785d409ea,1326763808,38.278335,-109.044284,1
27809,17-01-2019 02:55,6.01E+15,fraud_Kiehn-Emmerich,grocery_pos,324.1,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,fde553bedf3b59935bdd294bf86c2de8,1326768939,41.324103,-78.178886,1
27840,17-01-2019 03:31,6.01E+15,fraud_Bradtke PLC,grocery_pos,311.83,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,13776442dd632dd794f9d1668e880c1a,1326771073,39.842985,-78.279625,1
28000,17-01-2019 07:46,6.01E+15,fraud_O'Keefe-Hudson,grocery_pos,314.78,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,dbcdf70f1fa81a526d7df3698a4c2973,1326786417,40.099952,-78.08972,1
28041,17-01-2019 08:59,4.64E+15,fraud_Kutch LLC,gas_transport,9.79,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,73d976fc46f089af2c58c39273525b55,1326790747,39.157345,-109.126592,1
28214,17-01-2019 12:37,6.01E+15,fraud_Boyer-Reichert,shopping_net,925.94,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,9e0d1f9302b02a33115935c3fd7f2300,1326803870,41.443695,-78.391841,1
28791,17-01-2019 22:07,3.72E+14,fraud_Roberts-Beahan,misc_pos,50.96,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13-03-1970,8331ea0af191c1987a0ef0349d875224,1326838062,43.814743,-103.320287,1
28804,17-01-2019 22:19,6.01E+15,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,980.06,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01-07-1997,7970dc87400d10724d8a976a29924b0d,1326838769,39.829888,-78.325009,1
28815,17-01-2019 22:26,4.64E+15,fraud_Kutch-Wilderman,home,187.35,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,4f7bdd079103fb386ebe90b1fd22fd7b,1326839162,39.42207,-109.555496,1
28835,17-01-2019 22:45,4.64E+15,"fraud_Nicolas, Hills and McGlynn",entertainment,564.34,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,b8b80b56dbdf53fbe417f0915fe1d3ee,1326840326,38.435536,-109.844716,1
28836,17-01-2019 22:46,3.72E+14,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1020.79,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13-03-1970,74c4dba17cfd62f79192abd137eb941a,1326840385,43.782886,-103.221011,1
28839,17-01-2019 22:49,3.72E+14,fraud_Hickle Group,shopping_pos,986.65,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13-03-1970,dfe13c768746170b1424578027b3d2b4,1326840572,43.393271,-104.675276,1
28885,17-01-2019 23:25,3.72E+14,fraud_Kuphal-Bartoletti,misc_net,907.81,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13-03-1970,ca97c21591f0055cd0018f981de76197,1326842729,44.262365,-103.713426,1
28901,17-01-2019 23:42,4.88E+15,fraud_Bogisich Inc,grocery_pos,347.53,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",14-08-1949,25610107ad962bdce47f389a28f15d0c,1326843773,41.449762,-95.941551,1
28945,18-01-2019 00:23,4.64E+15,fraud_Boyer PLC,shopping_net,978.96,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,fbda3f1531d8d9186359a561e09077af,1326846181,38.893999,-109.677707,1
29087,18-01-2019 03:36,4.64E+15,fraud_Kerluke-Abshire,shopping_net,849.79,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,9047da1474aecee56ec498ca6c3456d8,1326857780,38.376171,-110.36249,1
29099,18-01-2019 03:54,4.64E+15,fraud_Rempel Inc,shopping_net,955.4,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,421094fceb39c5379bdb06f6a7e5cc0a,1326858842,38.748484,-110.32181,1
29113,18-01-2019 04:10,3.72E+14,"fraud_Connelly, Reichert and Fritsch",gas_transport,17.9,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13-03-1970,1695d3f9bd35f176c3bce6648d86b07b,1326859814,43.560859,-103.15143,1
29254,18-01-2019 07:23,4.59E+15,"fraud_Lockman, West and Runte",grocery_pos,319.37,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",05-07-1997,c8de3fd3b858148fc78b290dec83b13d,1326871411,32.963738,-79.631319,1
29650,18-01-2019 14:34,3.72E+14,fraud_Abbott-Steuber,personal_care,48.14,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13-03-1970,8ccb21163abf74e083dc6916642db973,1326897245,44.88209,-104.031482,1
29657,18-01-2019 14:38,4.64E+15,fraud_Shanahan-Lehner,personal_care,21.54,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,ce3b2734ce646ef6a47b3484a8e043e5,1326897507,38.211376,-109.986757,1
30150,18-01-2019 22:06,4.64E+15,fraud_Beier LLC,entertainment,528.98,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,3417f366e2e1d5dd25a3a89a3aae9f3d,1326924418,39.164469,-109.933543,1
30159,18-01-2019 22:12,4.64E+15,fraud_Bartoletti and Sons,personal_care,21.23,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,2df9fa2d0e508ed2a83aa3ac6f4b5d5a,1326924760,38.998205,-110.005615,1
